,NR.AhR,smiles
4162,0.0,CO[C@H]1C[C@H](O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@]43O)O[C@@H](C)[C@@H]1O
4164,0.0,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
4165,1.0,N#C/C(=C1\SCC(c2ccccc2Cl)S1)n1ccnc1
4166,0.0,C=CCNC(N)=S
4167,0.0,NCCc1cnc[nH]1
4168,0.0,O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O
4169,0.0,CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3OC4(O[C@H]23)O[C@H](C(N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O
4170,0.0,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
4171,0.0,O=Cc1ccc(Cl)c([N+](=O)[O-])c1
4172,0.0,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
4173,0.0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
4175,0.0,CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1
4176,0.0,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2.O=C(O)/C=C\C(=O)O
4177,0.0,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2.O=C(O)/C=C\C(=O)O
4178,1.0,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
4180,0.0,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)[C@@H](O)[C@@H](O)C(=O)O
4181,0.0,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
4182,0.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C
4185,0.0,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32
4186,0.0,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)OCCO)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
4187,0.0,O=C/C=C/c1ccccc1
4188,0.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC
4189,1.0,O=C1c2ccccc2C(=O)c2c1ccc(O)c2O
4190,0.0,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1
4191,1.0,O=C1CCCc2c1cc1ccc3cccc4ccc2c1c34
4192,0.0,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O
4193,0.0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
4194,0.0,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
4195,0.0,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12
4196,0.0,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
4197,1.0,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
4198,1.0,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1
4200,0.0,N#CC(C#N)=Cc1ccc(O)c(O)c1
4201,0.0,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
4202,0.0,NCCc1ccc(O)c(O)c1
4204,0.0,Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O
4205,0.0,O=C(Oc1ccccc1)c1ccccc1O
4206,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
4207,0.0,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)O
4208,0.0,CCCCCCCCCCCC(=O)O.OCCN(CCO)CCO
4209,0.0,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
4210,0.0,CN(CCCCCCCCCCN(C)C(=O)Oc1ccccc1[N+](C)(C)C)C(=O)Oc1ccccc1[N+](C)(C)C.[Br-].[Br-]
4211,0.0,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-]
4212,0.0,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-]
4213,0.0,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.O.[Br-]
4214,0.0,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-]
4215,0.0,C[N+](C)(C)CCOC(N)=O.[Cl-]
4217,0.0,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-]
4219,0.0,CC[C@@H](C)CCCCC(=O)N[C@@H](CCNCS(=O)(=O)[O-])C(=O)N[C@H](C(=O)N[C@@H](CCNCS(=O)(=O)[O-])C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC1=O)[C@@H](C)O.[Na+].[Na+].[Na+].[Na+].[Na+]
4220,0.0,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+]
4222,0.0,CN(C)C=Nc1c(I)cc(I)c(CCC(=O)[O-])c1I.[Na+]
4227,0.0,O=[N+]([O-])C(Br)(CO)CO
4228,0.0,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
4229,0.0,COS(=O)(=O)[O-].C[N+]1(C)CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1
4230,0.0,Br.COc1cc(CC(C)N)c(OC)cc1Br
4231,0.0,Oc1c(Br)cc(Br)cc1Br
4232,0.0,CC(O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O
4234,0.0,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
4235,0.0,CCOC(=O)/C=C(C)/C=C/C[C@@H](C)CCCC(C)C
4236,0.0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12
4237,1.0,c1ccc(Nc2ccc3ccccc3c2)cc1
4238,0.0,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1
4239,0.0,c1cc(OCC2CO2)cc(OCC2CO2)c1
4240,1.0,c1ccc(Nc2cccc3ccccc23)cc1
4241,0.0,c1cc(OCC2CO2)ccc1Cc1ccc(OCC2CO2)cc1
4243,1.0,CC(=O)O.CCC(N)Cc1c[nH]c2ccccc12
4244,0.0,CCN(CC)CCOC(=O)C(C)(c1ccccc1)c1ccccc1
4245,1.0,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1
4246,0.0,CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
4247,0.0,Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1
4248,0.0,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1
4249,0.0,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
4250,0.0,CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1
4251,0.0,C=CCc1ccccc1OCC(O)CNC(C)C
4252,0.0,COC(C)(C)CCC[C@H](C)C/C=C/C(C)=C/C(=O)OC(C)C
4253,0.0,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1
4254,0.0,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
4255,0.0,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C
4256,0.0,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
4257,1.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
4258,0.0,Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O
4259,1.0,CCCCCCOc1cc(C)c(O)c(C)c1C
4261,0.0,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
4262,0.0,Cc1ccc(=O)n(-c2ccccc2)c1
4263,0.0,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C
4264,1.0,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1
4265,1.0,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2n1
4266,1.0,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C
4267,0.0,CCC(=O)O.CCC(=O)O.O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1
4268,0.0,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
4269,0.0,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
4270,1.0,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
4271,0.0,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
4272,0.0,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1
4273,0.0,CCOc1ccc(NC(=O)CC(C)O)cc1
4274,0.0,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.CI
4275,1.0,Cl.c1ccc2c(CCC3CCNCC3)c[nH]c2c1
4276,1.0,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C.Cl
4277,0.0,C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C.Cl
4278,0.0,CC(N)C12CC3CC(CC(C3)C1)C2.Cl
4279,0.0,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl
4281,0.0,CCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2ccccc2)C[C@@H]1C.Cl
4282,0.0,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1.Cl
4283,0.0,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1.Cl
4284,0.0,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1.Cl
4285,0.0,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1.Cl.Cl
4286,0.0,Cl.Cl.NC(=O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
4287,1.0,Cl.Cl.Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
4288,1.0,Cl.Cl.NCCNc1cccc2ccccc12
4289,0.0,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1.Cl.Cl.O
4290,0.0,COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2.Cl
4291,0.0,CC(C)(N)Cc1ccc(Cl)cc1.Cl
4292,0.0,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.Cl
4293,0.0,Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
4294,0.0,Cl.O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
4295,0.0,CC(Cc1ccccc1)NCc1ccccc1Cl.Cl
4296,0.0,CN(C)CC/C=C1/c2ccccc2CSc2ccccc21.Cl
4298,0.0,Cl.Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O
4299,0.0,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl
4300,0.0,COc1cc(C[C@H](C)N)c(OC)cc1C.Cl
4301,0.0,Cl.FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1
4302,0.0,Cc1nc(-c2ccc3c(c2)CCN(CCC2CCC(NC(=O)/C=C/c4ccc(F)cc4)CC2)CC3)no1.Cl
4303,0.0,CC(C)NC(C)Cc1ccc(I)cc1.Cl
4304,0.0,Cl.NC[C@H]1CC[C@H](C(=O)Oc2ccc(CCC(=O)O)cc2)CC1
4305,0.0,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1.Cl
4308,1.0,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1.Cl
4309,0.0,Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1
4311,0.0,Cl.O=C(O)Cc1ccc(OCCNC[C@H](O)c2ccccc2)cc1
4312,0.0,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O.Cl
4313,0.0,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl
4314,0.0,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
4315,0.0,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
4317,0.0,N[Pt](N)(Cl)Cl
4318,0.0,CCCCC/C=C\CCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O
4319,0.0,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1
4320,0.0,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
4321,0.0,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
4322,0.0,O=c1[nH]c2cc(Cl)ccc2o1
4323,0.0,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
4324,0.0,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
4325,0.0,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
4326,1.0,N=C(NN=Cc1ccc(Cl)cc1)NN=Cc1ccc(Cl)cc1
4327,0.0,Clc1ccc2nsnc2c1NC1=NCCN1
4328,0.0,Clc1ccccc1CN1CCc2sccc2C1
4329,0.0,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1
4330,0.0,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1
4332,0.0,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2
4333,0.0,CN1CCC(OC(=O)C(Oc2ccc(Cl)cc2)Oc2ccc(Cl)cc2)CC1
4334,0.0,CN1[C@@H]2CC[C@H]1C[C@@H](OC1c3ccccc3CCc3ccccc31)C2.O=C(O)CC(O)(CC(=O)O)C(=O)O
4337,1.0,COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1
4338,0.0,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1.CS(=O)(=O)O
4339,0.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.CS(=O)(=O)O.CS(=O)(=O)O
4340,0.0,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
4341,0.0,FC(F)(F)COCC(F)(F)F
4343,0.0,Cc1cc(OI)c(C(C)C)cc1-c1cc(C(C)C)c(OI)cc1C
4344,0.0,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](OC(=O)CSC#N)C2
4345,0.0,NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1
4346,0.0,N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O
4347,0.0,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
4348,1.0,CCCCCCOc1ccccc1C(N)=O
4350,0.0,NC(Cc1ccccc1)C(=O)O
4351,1.0,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
4352,0.0,C/C(=C(\CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N
4353,0.0,NCCNCCN
4354,0.0,NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl
4355,0.0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12
4356,0.0,CC(=O)Nc1ncc([N+](=O)[O-])s1
4357,0.0,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
4358,0.0,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1
4360,0.0,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OCC
4362,0.0,CCOC(=O)CC(=O)CCl
4364,0.0,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N
4365,0.0,O=C(O)CCNC(=O)c1ccccc1
4367,0.0,NP(N)(=O)NC(=O)c1ccc(F)cc1
4368,0.0,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12.O=C(O)/C=C\C(=O)O
4369,0.0,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13.O=C(O)[C@H](O)[C@@H](O)C(=O)O
4370,0.0,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
4372,0.0,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
4373,0.0,CN(C)CCOc1ccccc1Cc1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
4375,0.0,Cc1cc(C(=O)O)c(C)n1-c1cccc(C(=O)O)c1.O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46
4376,0.0,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23
4377,0.0,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
4378,1.0,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O
4379,0.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
4380,0.0,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O
4381,0.0,CCCCCCCCCCCCCCCC(=O)O
4382,0.0,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32
4383,1.0,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1
4385,0.0,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
4386,0.0,CN1C(=O)CC(c2ccccc2)C1=O
4388,0.0,O=C1c2ccccc2C(=O)c2ccccc21
4389,0.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
4390,0.0,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
4391,0.0,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
4392,0.0,O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2
4393,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O
4395,1.0,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1
4396,0.0,O=C(Nc1ccc(/C=C/c2ccc(NC(=O)c3cc(S(=O)(=O)O)c4cccnc4c3O)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1)c1cc(S(=O)(=O)O)c2cccnc2c1O
4397,0.0,O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21
4399,0.0,C/N=C(\NC)NCc1ccccc1.C/N=C(\NC)NCc1ccccc1.O=S(=O)(O)O
4400,0.0,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1.O=S(=O)(O)O
4401,0.0,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1
4402,0.0,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1
4404,0.0,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1
4405,0.0,CCCCC(CC)COC(=O)c1ccc(O)cc1
4406,0.0,CCCCCCCOC(=O)c1ccc(O)cc1
4407,0.0,CCCCCCCCOC(=O)c1ccc(O)cc1
4408,0.0,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.O=C(O)/C=C/C(=O)O
4409,0.0,O=S(=O)(O)O.Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O
4412,1.0,Cc1cc(O)ccc1O
4413,0.0,Cc1cc(=O)oc2cc(O)ccc12
4414,0.0,CC(=O)Nc1cccc(O)c1
4415,1.0,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O
4417,0.0,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
4418,0.0,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO
4419,0.0,CCCCOc1ccc(CC(=O)NO)cc1
4420,1.0,S=c1[nH]cnc2[nH]cnc12
4422,0.0,COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1.[Br-]
4423,0.0,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-]
4424,0.0,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.[Br-]
4426,0.0,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-]
4427,0.0,CC[N+](C)(C)c1cccc(O)c1.[Cl-]
4429,0.0,Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12.[K+]
4430,0.0,O=C([O-])c1nc(O)nc(O)n1.[K+]
4431,0.0,O=P([O-])([O-])OC[C@@]1(O)O[C@H](COP(=O)([O-])O)[C@@H](O)[C@@H]1O.[Na+].[Na+].[Na+]
4432,0.0,CN1c2c(O)nc(N)nc2NCC1CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1.[Na+].[Na+]
4434,0.0,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1.O.O.O.[Na+].[Na+]
4435,0.0,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21.[Na+].[Na+]
4437,0.0,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)[O-].[Na+]
4438,0.0,O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nncs3)CS[C@H]12.[Na+]
4439,0.0,O=C([O-])COc1nn(Cc2ccccc2)c2ccccc12.[Na+]
4440,0.0,CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
4441,0.0,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C.[Na+]
4442,0.0,CC(C)OC(=S)[S-].[Na+]
4444,0.0,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccccc1.[Na+]
4446,0.0,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O
4447,0.0,O=C1NCCN1c1ncc([N+](=O)[O-])s1
4448,1.0,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O
4449,0.0,[O-][n+]1cccc(CO)c1
4451,0.0,Br.COc1c2c(cc3c1OCO3)CCN(C)C2
4453,0.0,Br.CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
4454,0.0,Brc1c(NC2=NCCN2)ccc2nccnc12
4456,0.0,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
4458,0.0,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1
4459,0.0,C[C@@H]1CCN(C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3c2NC[C@H](C)C3)[C@@H](C(=O)O)C1
4460,0.0,CC(=O)OC(C)C(=O)OCC[N+](C)(C)C.CC(=O)OC(C)C(=O)OCC[N+](C)(C)C.O=S(=O)([O-])c1cccc2c(S(=O)(=O)[O-])cccc12
4463,0.0,C[Si](C)(C)O[Si](C)(C)C
